
Round_1_Replicate_1
18147   , -5904.93    , array([ 0.800838   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18148   , -5904.93    , array([ 0.800838   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18149   , -6785.88    , array([ 1.80084    ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18151   , -5904.93    , array([ 0.800838   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18152   , -13446.4    , array([ 0.182804   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18153   , -6250.3     , array([ 1.1828     ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18154   , -6029.25    , array([ 0.957327   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18155   , -5963.31    , array([ 0.56477    ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18156   , -5873.83    , array([ 0.729403   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18157   , -5870.59    , array([ 0.712627   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18158   , -5869.6     , array([ 0.685796   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18159   , -5869.31    , array([ 0.694107   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18160   , -5869.31    , array([ 0.695174   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18161   , -5869.31    , array([ 0.69304    ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18162   , -5869.31    , array([ 0.694107   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18163   , -40066.3    , array([ 0.694107   ,  1.1759     ,  7.66188    ,  0.993586   ,  0.0455534  ])
18165   , -5869.31    , array([ 0.694107   ,  0.175895   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18167   , -27612.4    , array([ 0.694107   ,  0.557861   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18168   , -19195.2    , array([ 0.694107   ,  0.366703   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18170   , -1734.29    , array([ 0.694107   ,  0.0857254  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18171   , -25504.6    , array([ 0.694107   ,  0.0299973  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18172   , -2056.83    , array([ 0.694107   ,  0.120167   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18173   , -1476.22    , array([ 0.694107   ,  0.0957959  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18174   , -1473.66    , array([ 0.694107   ,  0.0996851  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18175   , -1469.08    , array([ 0.694107   ,  0.0979247  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18176   , -1469.97    , array([ 0.694107   ,  0.0987044  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18177   , -1470.03    , array([ 0.694107   ,  0.097145   ,  7.66188    ,  0.993586   ,  0.0455534  ])
18178   , -1469.08    , array([ 0.694107   ,  0.0979247  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18179   , -1522.47    , array([ 0.694107   ,  0.0979247  ,  8.66188    ,  0.993586   ,  0.0455534  ])
18180   , -1485.95    , array([ 0.694107   ,  0.0979247  ,  6.04385    ,  0.993586   ,  0.0455534  ])
18181   , -1469.08    , array([ 0.694107   ,  0.0979247  ,  7.66188    ,  0.993586   ,  0.0455534  ])
18182   , -1459.49    , array([ 0.694107   ,  0.0979247  ,  7.04385    ,  0.993586   ,  0.0455534  ])
18183   , -1463.22    , array([ 0.694107   ,  0.0979247  ,  6.66188    ,  0.993586   ,  0.0455534  ])
18184   , -1459.49    , array([ 0.694107   ,  0.0979247  ,  7.05003    ,  0.993586   ,  0.0455534  ])
18185   , -1459.49    , array([ 0.694107   ,  0.0979247  ,  7.03766    ,  0.993586   ,  0.0455534  ])
18186   , -1459.49    , array([ 0.694107   ,  0.0979247  ,  7.04385    ,  0.993586   ,  0.0455534  ])
18187   , -1470.27    , array([ 0.694107   ,  0.0979247  ,  7.04385    ,  1.99359    ,  0.0455534  ])
18189   , -1459.49    , array([ 0.694107   ,  0.0979247  ,  7.04385    ,  0.993586   ,  0.0455534  ])
18190   , -1532.71    , array([ 0.694107   ,  0.0979247  ,  7.04385    ,  0.375552   ,  0.0455534  ])
18191   , -1446.68    , array([ 0.694107   ,  0.0979247  ,  7.04385    ,  1.37555    ,  0.0455534  ])
18192   , -1446.73    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  2.2117     ,  0.0267156  ])
18925   , -1710.43    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  2.82973    ,  0.0267156  ])
18926   , -1691.54    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.82973    ,  0.0267156  ])
18927   , -1691.07    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0267156  ])
18928   , -1691.07    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.96719    ,  0.0267156  ])
18929   , -1691.07    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95223    ,  0.0267156  ])
18930   , -1691.07    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0267156  ])
18931   , -24066.9    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  1.02672    ])
18933   , -1691.07    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0267156  ])
18935   , -22434.6    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.408682   ])
18936   , -20691.1    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.217531   ])
18939   , -12584.4    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0996006  ])
18941   , -5469.33    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0545552  ])
18942   , -6407.73    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.01356    ])
18943   , -2228.9     , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0350069  ])
18944   , -2136.91    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0219123  ])
18945   , -1696.31    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0281679  ])
18946   , -1687.08    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0273247  ])
18947   , -1687.06    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.027292   ])
18948   , -1687.06    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18949   , -1687.06    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272767  ])
18951   , -1687.06    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18952   , -1752.17    , array([ 1.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18954   , -1687.06    , array([ 0.52638    ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18956   , -1571.98    , array([ 0.908346   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18957   , -1557.45    , array([ 0.717364   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18958   , -1554.99    , array([ 0.793599   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18959   , -1554.21    , array([ 0.772535   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18960   , -1554.17    , array([ 0.768318   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18961   , -1554.17    , array([ 0.765898   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18962   , -1554.18    , array([ 0.763503   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18963   , -1554.17    , array([ 0.765898   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18964   , -48366.3    , array([ 0.765898   ,  1.06234    ,  8.18173    ,  1.95971    ,  0.0272823  ])
18966   , -1554.17    , array([ 0.765898   ,  0.062339   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18968   , -34097      , array([ 0.765898   ,  0.444305   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18969   , -21990.8    , array([ 0.765898   ,  0.253059   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18972   , -9055.38    , array([ 0.765898   ,  0.135188   ,  8.18173    ,  1.95971    ,  0.0272823  ])
18973   , -12200.3    , array([ 0.765898   ,  0.0278972  ,  8.18173    ,  1.95971    ,  0.0272823  ])
18974   , -2899.95    , array([ 0.765898   ,  0.0853583  ,  8.18173    ,  1.95971    ,  0.0272823  ])
18975   , -2449.64    , array([ 0.765898   ,  0.0491834  ,  8.18173    ,  1.95971    ,  0.0272823  ])
18976   , -1583.09    , array([ likelihood = -2040.69
theta = 4560.34
Optimized parameters = [  4.23616483   0.41041097   0.68354159   2.04524167  30.        ]

Round_1_Replicate_2
10441   , -3155.29    , array([ 2.52964    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10442   , -3155.29    , array([ 2.52964    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10443   , -3455.46    , array([ 3.52964    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10444   , -8232.43    , array([ 0.911605   ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10445   , -3155.29    , array([ 2.52964    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10446   , -3488.5     , array([ 1.91161    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10447   , -3200.71    , array([ 2.91161    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10448   , -3154.95    , array([ 2.63027    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10449   , -3153.83    , array([ 2.58391    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10450   , -3153.83    , array([ 2.58334    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10451   , -3153.83    , array([ 2.58269    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10452   , -3153.83    , array([ 2.58216    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10453   , -3153.83    , array([ 2.58269    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10454   , -20180.8    , array([ 2.58269    ,  1.45893    ,  1.43792    ,  2.05973    ,  24.9288    ])
10456   , -3153.83    , array([ 2.58269    ,  0.458926   ,  1.43792    ,  2.05973    ,  24.9288    ])
10458   , -9606.54    , array([ 2.58269    ,  0.840892   ,  1.43792    ,  2.05973    ,  24.9288    ])
10459   , -6021.9     , array([ 2.58269    ,  0.649857   ,  1.43792    ,  2.05973    ,  24.9288    ])
10460   , -5520.81    , array([ 2.58269    ,  0.222858   ,  1.43792    ,  2.05973    ,  24.9288    ])
10461   , -2870.41    , array([ 2.58269    ,  0.426355   ,  1.43792    ,  2.05973    ,  24.9288    ])
10462   , -2702.59    , array([ 2.58269    ,  0.395366   ,  1.43792    ,  2.05973    ,  24.9288    ])
10463   , -2816.32    , array([ 2.58269    ,  0.329474   ,  1.43792    ,  2.05973    ,  24.9288    ])
10464   , -2659.27    , array([ 2.58269    ,  0.374128   ,  1.43792    ,  2.05973    ,  24.9288    ])
10465   , -2658.76    , array([ 2.58269    ,  0.372653   ,  1.43792    ,  2.05973    ,  24.9288    ])
10466   , -2658.59    , array([ 2.58269    ,  0.37105    ,  1.43792    ,  2.05973    ,  24.9288    ])
10467   , -2658.67    , array([ 2.58269    ,  0.370171   ,  1.43792    ,  2.05973    ,  24.9288    ])
10468   , -2658.59    , array([ 2.58269    ,  0.37105    ,  1.43792    ,  2.05973    ,  24.9288    ])
10469   , -5160.15    , array([ 2.58269    ,  0.37105    ,  2.43792    ,  2.05973    ,  24.9288    ])
10471   , -2658.59    , array([ 2.58269    ,  0.37105    ,  1.43792    ,  2.05973    ,  24.9288    ])
10472   , -2464.21    , array([ 2.58269    ,  0.37105    ,  0.819887   ,  2.05973    ,  24.9288    ])
