
Round_1_Replicate_1
54343   , -2676.77    , array([ 0.933585   ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54344   , -2676.77    , array([ 0.933585   ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54345   , -3256.38    , array([ 1.93359    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54347   , -2676.77    , array([ 0.933585   ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54348   , -7570.26    , array([ 0.315551   ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54349   , -2794.51    , array([ 1.31555    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54350   , -2685.55    , array([ 1.10583    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54351   , -2666.71    , array([ 0.99894    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54352   , -2666.77    , array([ 1.00641    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54353   , -2666.71    , array([ 1.00098    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54354   , -2666.71    , array([ 1.0003     ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54355   , -2666.71    , array([ 1.00165    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54356   , -2666.71    , array([ 1.00098    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54357   , -33527.2    , array([ 1.00098    ,  1.10287    ,  3.89051    ,  3.4547     ,  0.0959386  ])
54359   , -2666.71    , array([ 1.00098    ,  0.102875   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54361   , -17275.4    , array([ 1.00098    ,  0.484841   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54362   , -8118.38    , array([ 1.00098    ,  0.293739   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54364   , -2357.38    , array([ 1.00098    ,  0.175778   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54365   , -1650.57    , array([ 1.00098    ,  0.146955   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54366   , -1608.29    , array([ 1.00098    ,  0.142578   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54367   , -1594.06    , array([ 1.00098    ,  0.133975   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54368   , -1759.01    , array([ 1.00098    ,  0.122096   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54369   , -1587.79    , array([ 1.00098    ,  0.136936   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54370   , -1587.86    , array([ 1.00098    ,  0.137277   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54371   , -1587.89    , array([ 1.00098    ,  0.136596   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54372   , -1587.79    , array([ 1.00098    ,  0.136936   ,  3.89051    ,  3.4547     ,  0.0959386  ])
54373   , -1542.18    , array([ 1.00098    ,  0.136936   ,  4.89051    ,  3.4547     ,  0.0959386  ])
54374   , -1757.64    , array([ 1.00098    ,  0.136936   ,  6.50854    ,  3.4547     ,  0.0959386  ])
54375   , -1542.18    , array([ 1.00098    ,  0.136936   ,  4.89051    ,  3.4547     ,  0.0959386  ])
54376   , -1587.35    , array([ 1.00098    ,  0.136936   ,  5.50854    ,  3.4547     ,  0.0959386  ])
54377   , -1540.91    , array([ 1.00098    ,  0.136936   ,  4.50854    ,  3.4547     ,  0.0959386  ])
54378   , -1538.8     , array([ 1.00098    ,  0.136936   ,  4.6756     ,  3.4547     ,  0.0959386  ])
54379   , -1538.8     , array([ 1.00098    ,  0.136936   ,  4.68345    ,  3.4547     ,  0.0959386  ])
54380   , -1538.8     , array([ 1.00098    ,  0.136936   ,  4.66775    ,  3.4547     ,  0.0959386  ])
54381   , -1538.8     , array([ 1.00098    ,  0.136936   ,  4.6756     ,  3.4547     ,  0.0959386  ])
54382   , -1749.44    , array([ 1.00098    ,  0.136936   ,  4.6756     ,  4.4547     ,  0.0959386  ])
54383   , -1852.37    , array([ 1.00098    ,  0.136936   ,  4.6756     ,  1.83667    ,  0.0959386  ])
54384   , -1538.8     , array([ 1.00098    ,  0.136936   ,  4.6756     ,  3.4547     ,  0.0959386  ])
54385   , -1542.69    , array([ 1.00098    ,  0.136936   ,  4.6756     ,  2.83667    ,  0.0959386  ])
54386   , -1591.28    , array([ 1.00098    ,  0.136936   ,  4.6756     ,  3.83667    ,  0.0959386  ])
54387   , -1525.37    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.333318   ,  2.62856    ])
46020   , -8767.42    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.329003   ,  2.62856    ])
46021   , -8766.95    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.322065   ,  2.62856    ])
46022   , -8766.94    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  2.62856    ])
46023   , -8766.95    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.324095   ,  2.62856    ])
46024   , -8766.94    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  2.62856    ])
46025   , -8025.88    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  3.62856    ])
46026   , -7532.12    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  5.24659    ])
46027   , -7514.62    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  5.35399    ])
46028   , -7488.75    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  5.52777    ])
46029   , -7358.54    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  6.92116    ])
46030   , -7286.58    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  9.1757     ])
46031   , -7289.45    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  8.99467    ])
46032   , -7264.23    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  12.8236    ])
46033   , -7266.97    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  11.7009    ])
46034   , -7261.4     , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  18.7261    ])
46035   , -7261.71    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  16.1795    ])
46036   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  28.2765    ])
46037   , -7261.32    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  23.6544    ])
46039   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  28.2765    ])
46041   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  24.6286    ])
46042   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  26.4525    ])
46043   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  28.533     ])
46045   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.5143    ])
46046   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46049   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46050   , -8155.54    , array([ 2.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46051   , -57442.9    , array([ 0.204016   ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46052   , -7261.31    , array([ 1.82205    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46053   , -9076.46    , array([ 1.20402    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46054   , -7350.29    , array([ 2.20402    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46055   , -7236.39    , array([ 1.97629    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46056   , -7233.66    , array([ 1.9458     ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46057   , -7233.52    , array([ 1.93895    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46058   , -7233.52    , array([ 1.93714    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46059   , -7233.52    , array([ 1.93599    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46060   , -7233.52    , array([ 1.93714    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46061   , -12674.7    , array([ 1.93714    ,  2.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46063   , -7233.52    , array([ 1.93714    ,  1.12509    ,  1.8807     ,  0.323075   ,  29.7831    ])
46064   , -12633      , array([ 1.93714    ,  0.507056   ,  1.8807     ,  0.323075   ,  29.7831    ])
46065   , -8842.4     , array([ 0.849665   ,  0.29005    ,  6.01528    ,  0.27251    ,  0.181327   ])
57736   , -2635.88    , array([ 0.849665   ,  0.272255   ,  6.01528    ,  0.27251    ,  0.181327   ])
57737   , -2704.92    , array([ 0.849665   ,  0.247994   ,  6.01528    ,  0.27251    ,  0.181327   ])
57738   , -2628.44    , array([ 0.849665   ,  0.267138   ,  6.01528    ,  0.27251    ,  0.181327   ])
