
Round_1_Replicate_1
likelihood = -2027.79
theta = 9568.33
Optimized parameters = [  2.02757775   0.18963881   1.43912743   4.43994449  29.99999968]

Round_1_Replicate_2
17556   , -3848.88    , array([ 0.618108   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17557   , -3848.88    , array([ 0.618108   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17558   , -3663.31    , array([ 1.61811    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17559   , -4564.97    , array([ 3.23614    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17560   , -3663.31    , array([ 1.61811    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17561   , -4074.17    , array([ 2.23614    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17562   , -3405.95    , array([ 1.23614    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17563   , -3317.74    , array([ 1.00007    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17564   , -3505.97    , array([ 0.733269   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17565   , -3321.86    , array([ 1.03104    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17566   , -3317.65    , array([ 0.958801   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17567   , -3343.58    , array([ 0.872656   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17568   , -3316.85    , array([ 0.978838   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17569   , -3316.88    , array([ 0.982445   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17570   , -3316.87    , array([ 0.97523    ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17571   , -3316.85    , array([ 0.978838   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17572   , -37376.9    , array([ 0.978838   ,  1.17818    ,  4.83732    ,  2.94663    ,  0.0708341  ])
17574   , -3316.85    , array([ 0.978838   ,  0.178179   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17576   , -23223.8    , array([ 0.978838   ,  0.560145   ,  4.83732    ,  2.94663    ,  0.0708341  ])
17577   , -14659.4    , array([ 0.978838   ,  0.369001   ,  4.83732    ,  2.94663    ,  0.0708341  ])
