
Round_1_Replicate_1
likelihood = -2036.62
theta = 7889.74
Optimized parameters = [  2.45068345   0.23528363   1.18425896   3.57041506  30.        ]

Round_1_Replicate_2
35721   , -24728      , array([ 1.13791    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35722   , -24728      , array([ 1.13791    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35723   , -23114.8    , array([ 2.13791    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35724   , -26088.5    , array([ 3.75595    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35725   , -23114.8    , array([ 2.13791    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35726   , -24061.2    , array([ 2.75595    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35727   , -22946.5    , array([ 1.75595    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35728   , -22950.3    , array([ 1.74479    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35729   , -22936.6    , array([ 1.83647    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35730   , -22969.6    , array([ 1.95161    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35731   , -22936.2    , array([ 1.82177    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35732   , -22936.3    , array([ 1.81493    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35733   , -22936.2    , array([ 1.82861    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35734   , -22936.2    , array([ 1.82177    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35735   , -38336.2    , array([ 1.82177    ,  2.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35737   , -22936.2    , array([ 1.82177    ,  1.26523    ,  1.65183    ,  1.97717    ,  2.00978    ])
35738   , -9023.84    , array([ 1.82177    ,  0.647195   ,  1.65183    ,  1.97717    ,  2.00978    ])
35739   , -4562.91    , array([ 1.82177    ,  0.265229   ,  1.65183    ,  1.97717    ,  2.00978    ])
35741   , -4441.94    , array([ 1.82177    ,  0.411127   ,  1.65183    ,  1.97717    ,  2.00978    ])
35742   , -3947.04    , array([ 1.82177    ,  0.346002   ,  1.65183    ,  1.97717    ,  2.00978    ])
35743   , -3933.5     , array([ 1.82177    ,  0.33681    ,  1.65183    ,  1.97717    ,  2.00978    ])
35744   , -3937.65    , array([ 1.82177    ,  0.327525   ,  1.65183    ,  1.97717    ,  2.00978    ])
35745   , -3933.5     , array([ 1.82177    ,  0.33681    ,  1.65183    ,  1.97717    ,  2.00978    ])
35746   , -4836.93    , array([ 1.82177    ,  0.33681    ,  2.65183    ,  1.97717    ,  2.00978    ])
35747   , -13555.9    , array([ 1.82177    ,  0.33681    ,  0.033792   ,  1.97717    ,  2.00978    ])
35748   , -3933.5     , array([ 1.82177    ,  0.33681    ,  1.65183    ,  1.97717    ,  2.00978    ])
35749   , -4606.31    , array([ 1.82177    ,  0.33681    ,  1.03379    ,  1.97717    ,  2.00978    ])
35750   , -4090.22    , array([ 1.82177    ,  0.33681    ,  2.03379    ,  1.97717    ,  2.00978    ])
35751   , -3935.62    , array([ 1.82177    ,  0.33681    ,  1.70595    ,  1.97717    ,  2.00978    ])
35752   , -3933.32    , array([ 1.82177    ,  0.33681    ,  1.66159    ,  1.97717    ,  2.00978    ])
35753   , -3933.32    , array([ 1.82177    ,  0.33681    ,  1.66383    ,  1.97717    ,  2.00978    ])
35754   , -3933.32    , array([ 1.82177    ,  0.33681    ,  1.66371    ,  1.97717    ,  2.00978    ])
35755   , -3933.32    , array([ 1.82177    ,  0.33681    ,  1.66359    ,  1.97717    ,  2.00978    ])
35756   , -3933.32    , array([ 1.82177    ,  0.33681    ,  1.66371    ,  1.97717    ,  2.00978    ])
35757   , -4345.21    , array([ 1.82177    ,  0.33681    ,  1.66371    ,  2.97717    ,  2.00978    ])
35758   , -19898.8    , array([ 1.82177    ,  0.33681    ,  1.66371    ,  0.359132   ,  2.00978    ])
35759   , -3933.32    , array([ 1.82177    ,  0.33681    ,  1.66371    ,  1.97717    ,  2.00978    ])
35760   , -5558.62    , array([ 1.82177    ,  0.33681    ,  1.66371    ,  1.35913    ,  2.00978    ])
35761   , -3811.74    , array([ 1.82177    ,  0.33681    ,  1.66371    ,  2.35913    ,  2.00978    ])
35762   , -3801.6     , array([ 1.82177    ,  0.33681    ,  1.66371    ,  2.237      ,  2.00978    ])
35763   , -3800.8     , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.01347    ,  29.7       ])
20475   , -2113.3     , array([ 1.71636    ,  0.140162   ,  1.75017    ,  5.39544    ,  29.7       ])
20476   , -2016.71    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.39544    ,  29.7       ])
20477   , -1994.94    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.09266    ,  29.7       ])
20478   , -1994.88    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.07813    ,  29.7       ])
20479   , -1994.88    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.07686    ,  29.7       ])
20480   , -1994.88    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.07623    ,  29.7       ])
20481   , -1994.88    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.07686    ,  29.7       ])
20483   , -1994.88    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.07686    ,  28.082     ])
20484   , -1994.88    , array([ 1.71636    ,  0.140162   ,  1.75017    ,  6.07686    ,  29.7       ])
