255272  , -78286      , array([ 0.748995   ,  4.30558    ,  1.17076e-56,  2.43984e-30,  0.000599104])
255273  , -78286.6    , array([ 0.749744   ,  4.30558    ,  1.17076e-56,  2.43984e-30,  0.000599104])
255274  , -78286.2    , array([ 0.748995   ,  4.30989    ,  1.17076e-56,  2.43984e-30,  0.000599104])
255275  , -78286      , array([ 0.748995   ,  4.30558    ,  1.17193e-56,  2.43984e-30,  0.000599104])
255276  , -78286      , array([ 0.748995   ,  4.30558    ,  1.17076e-56,  2.44228e-30,  0.000599104])
255277  , -78285.2    , array([ 0.748995   ,  4.30558    ,  1.17076e-56,  2.43984e-30,  0.000599703])
255278  , -78286      , array([ 0.748995   ,  4.30558    ,  1.17076e-56,  2.43984e-30,  0.000599104])
255279  , -76186.2    , array([ 0.404762   ,  3.67301    ,  1.17076e-56,  2.43984e-30,  0.00131337 ])
255280  , -76186.2    , array([ 0.404762   ,  3.67301    ,  1.17076e-56,  2.43984e-30,  0.00131337 ])
255281  , -76188.6    , array([ 0.405167   ,  3.67301    ,  1.17076e-56,  2.43984e-30,  0.00131337 ])
255282  , -76186.6    , array([ 0.404762   ,  3.67668    ,  1.17076e-56,  2.43984e-30,  0.00131337 ])
255283  , -76186.2    , array([ 0.404762   ,  3.67301    ,  1.17193e-56,  2.43984e-30,  0.00131337 ])
255284  , -76186.2    , array([ 0.404762   ,  3.67301    ,  1.17076e-56,  2.44228e-30,  0.00131337 ])
255285  , -76183.5    , array([ 0.404762   ,  3.67301    ,  1.17076e-56,  2.43984e-30,  0.00131468 ])
255286  , -112013     , array([ 0.034521   ,  1.94528    ,  1.17076e-56,  2.43984e-30,  0.0303336  ])
255287  , -112013     , array([ 0.034521   ,  1.94528    ,  1.17076e-56,  2.43984e-30,  0.0303336  ])
255288  , -111941     , array([ 0.0345555  ,  1.94528    ,  1.17076e-56,  2.43984e-30,  0.0303336  ])
255289  , -112018     , array([ 0.034521   ,  1.94723    ,  1.17076e-56,  2.43984e-30,  0.0303336  ])
255290  , -112013     , array([ 0.034521   ,  1.94528    ,  1.17193e-56,  2.43984e-30,  0.0303336  ])
255291  , -112013     , array([ 0.034521   ,  1.94528    ,  1.17076e-56,  2.44228e-30,  0.0303336  ])
255292  , -112067     , array([ 0.034521   ,  1.94528    ,  1.17076e-56,  2.43984e-30,  0.030364   ])
255293  , -63764.7    , array([ 0.167853   ,  2.92632    ,  1.17076e-56,  2.43984e-30,  0.0040358  ])
255294  , -63764.7    , array([ 0.167853   ,  2.92632    ,  1.17076e-56,  2.43984e-30,  0.0040358  ])
255295  , -63774.3    , array([ 0.168021   ,  2.92632    ,  1.17076e-56,  2.43984e-30,  0.0040358  ])
255296  , -63765.9    , array([ 0.167853   ,  2.92925    ,  1.17076e-56,  2.43984e-30,  0.0040358  ])
255297  , -63764.7    , array([ 0.167853   ,  2.92632    ,  1.17193e-56,  2.43984e-30,  0.0040358  ])
255298  , -63764.7    , array([ 0.167853   ,  2.92632    ,  1.17076e-56,  2.44228e-30,  0.0040358  ])
255299  , -63753.7    , array([ 0.167853   ,  2.92632    ,  1.17076e-56,  2.43984e-30,  0.00403983 ])
255300  , -50796.8    , array([ 0.0915207  ,  2.50214    ,  1.17076e-56,  2.43984e-30,  0.0087474  ])
255301  , -50796.8    , array([ 0.0915207  ,  2.50214    ,  1.17076e-56,  2.43984e-30,  0.0087474  ])
255302  , -50797.6    , array([ 0.0916122  ,  2.50214    ,  1.17076e-56,  2.43984e-30,  0.0087474  ])
255303  , -50798.6    , array([ 0.0915207  ,  2.50464    ,  1.17076e-56,  2.43984e-30,  0.0087474  ])
255304  , -50796.8    , array([ 0.0915207  ,  2.50214    ,  1.17193e-56,  2.43984e-30,  0.0087474  ])
255305  , -50796.8    , array([ 0.0915207  ,  2.50214    ,  1.17076e-56,  2.44228e-30,  0.0087474  ])
255306  , -50792.3    , array([ 0.0915207  ,  2.50214    ,  1.17076e-56,  2.43984e-30,  0.00875616 ])
255307  , -50554.1    , array([ 0.0848568  ,  2.45377    ,  1.17076e-56,  2.43984e-30,  0.00963281 ])
255308  , -50554.1    , array([ 0.0848568  ,  2.45377    ,  1.17076e-56,  2.43984e-30,  0.00963281 ])
255309  , -50551.2    , array([ 0.0849417  ,  2.45377    ,  1.17076e-56,  2.43984e-30,  0.00963281 ])
255310  , -50556.1    , array([ 0.0848568  ,  2.45622    ,  1.17076e-56,  2.43984e-30,  0.00963281 ])
255311  , -50554.1    , array([ 0.0848568  ,  2.45377    ,  1.17193e-56,  2.43984e-30,  0.00963281 ])
255312  , -50554.1    , array([ 0.0848568  ,  2.45377    ,  1.17076e-56,  2.44228e-30,  0.00963281 ])
255313  , -50552.9    , array([ 0.0848568  ,  2.45377    ,  1.17076e-56,  2.43984e-30,  0.00964245 ])
255321  , -50549.3    , array([ 0.0847217  ,  2.44893    ,  1.17076e-56,  2.43984e-30,  0.00968039 ])
255322  , -50549.3    , array([ 0.0847217  ,  2.44893    ,  1.17076e-56,  2.43984e-30,  0.00968039 ])
255323  , -50546.2    , array([ 0.0848064  ,  2.44893    ,  1.17076e-56,  2.43984e-30,  0.00968039 ])
255324  , -50551.3    , array([ 0.0847217  ,  2.45138    ,  1.17076e-56,  2.43984e-30,  0.00968039 ])
255325  , -50549.3    , array([ 0.0847217  ,  2.44893    ,  1.17193e-56,  2.43984e-30,  0.00968039 ])
255326  , -50549.3    , array([ 0.0847217  ,  2.44893    ,  1.17076e-56,  2.44228e-30,  0.00968039 ])
255327  , -50548.2    , array([ 0.0847217  ,  2.44893    ,  1.17076e-56,  2.43984e-30,  0.00969007 ])
255328  , -50538.9    , array([ 0.0831121  ,  2.33646    ,  1.17076e-56,  2.43984e-30,  0.00948736 ])
255329  , -50538.9    , array([ 0.0831121  ,  2.33646    ,  1.17076e-56,  2.43984e-30,  0.00948736 ])
255330  , -50535.8    , array([ 0.0831952  ,  2.33646    ,  1.17076e-56,  2.43984e-30,  0.00948736 ])
255331  , -50540.9    , array([ 0.0831121  ,  2.3388     ,  1.17076e-56,  2.43984e-30,  0.00948736 ])
255332  , -50538.9    , array([ 0.0831121  ,  2.33646    ,  1.17193e-56,  2.43984e-30,  0.00948736 ])
255333  , -50538.9    , array([ 0.0831121  ,  2.33646    ,  1.17076e-56,  2.44228e-30,  0.00948736 ])
255334  , -50537.8    , array([ 0.0831121  ,  2.33646    ,  1.17076e-56,  2.43984e-30,  0.00949686 ])
255335  , -50475.9    , array([ 0.0769737  ,  1.93594    ,  1.17076e-56,  2.43984e-30,  0.008753   ])
255336  , -50475.9    , array([ 0.0769737  ,  1.93594    ,  1.17076e-56,  2.43984e-30,  0.008753   ])
255337  , -50472.6    , array([ 0.0770507  ,  1.93594    ,  1.17076e-56,  2.43984e-30,  0.008753   ])
255338  , -50478.1    , array([ 0.0769737  ,  1.93788    ,  1.17076e-56,  2.43984e-30,  0.008753   ])
255339  , -50475.9    , array([ 0.0769737  ,  1.93594    ,  1.17193e-56,  2.43984e-30,  0.008753   ])
255340  , -50475.9    , array([ 0.0769737  ,  1.93594    ,  1.17076e-56,  2.44228e-30,  0.008753   ])
255341  , -50474.8    , array([ 0.0769737  ,  1.93594    ,  1.17076e-56,  2.43984e-30,  0.00876175 ])
255342  , -49840.3    , array([ 0.0566312  ,  0.912483   ,  1.17076e-56,  2.43984e-30,  0.00634164 ])
255343  , -49840.3    , array([ 0.0566312  ,  0.912483   ,  1.17076e-56,  2.43984e-30,  0.00634164 ])
255344  , -49836.5    , array([ 0.0566878  ,  0.912483   ,  1.17076e-56,  2.43984e-30,  0.00634164 ])
255345  , -49843.7    , array([ 0.0566312  ,  0.913395   ,  1.17076e-56,  2.43984e-30,  0.00634164 ])
255346  , -49840.3    , array([ 0.0566312  ,  0.912483   ,  1.17193e-56,  2.43984e-30,  0.00634164 ])
255347  , -49840.3    , array([ 0.0566312  ,  0.912483   ,  1.17076e-56,  2.44228e-30,  0.00634164 ])
255348  , -49839.1    , array([ 0.0566312  ,  0.912483   ,  1.17076e-56,  2.43984e-30,  0.00634798 ])
255349  , -37688.3    , array([ 0.0165924  ,  0.0450354  ,  1.17076e-56,  2.43984e-30,  0.00174735 ])
255350  , -37688.3    , array([ 0.0165924  ,  0.0450354  ,  1.17076e-56,  2.43984e-30,  0.00174735 ])
255351  , -37681.6    , array([ 0.016609   ,  0.0450354  ,  1.17076e-56,  2.43984e-30,  0.00174735 ])
255352  , -37701.4    , array([ 0.0165924  ,  0.0450805  ,  1.17076e-56,  2.43984e-30,  0.00174735 ])
255353  , -37688.3    , array([ 0.0165924  ,  0.0450354  ,  1.17193e-56,  2.43984e-30,  0.00174735 ])
255354  , -37688.3    , array([ 0.0165924  ,  0.0450354  ,  1.17076e-56,  2.44228e-30,  0.00174735 ])
255355  , -37681.5    , array([ 0.0165924  ,  0.0450354  ,  1.17076e-56,  2.43984e-30,  0.0017491  ])
255363  , -37674.8    , array([ 0.0165801  ,  0.0449542  ,  1.17076e-56,  2.43984e-30,  0.001746   ])
255364  , -37674.8    , array([ 0.0165801  ,  0.0449542  ,  1.17076e-56,  2.43984e-30,  0.001746   ])
255365  , -37668.1    , array([ 0.0165967  ,  0.0449542  ,  1.17076e-56,  2.43984e-30,  0.001746   ])
255366  , -37687.9    , array([ 0.0165801  ,  0.0449992  ,  1.17076e-56,  2.43984e-30,  0.001746   ])
255367  , -37674.8    , array([ 0.0165801  ,  0.0449542  ,  1.17193e-56,  2.43984e-30,  0.001746   ])
255368  , -37674.8    , array([ 0.0165801  ,  0.0449542  ,  1.17076e-56,  2.44228e-30,  0.001746   ])
255369  , -37668      , array([ 0.0165801  ,  0.0449542  ,  1.17076e-56,  2.43984e-30,  0.00174774 ])
255370  , -37661.3    , array([ 0.0165679  ,  0.044873   ,  1.17076e-56,  2.43984e-30,  0.00174465 ])
255371  , -37661.3    , array([ 0.0165679  ,  0.044873   ,  1.17076e-56,  2.43984e-30,  0.00174465 ])
255372  , -37654.6    , array([ 0.0165845  ,  0.044873   ,  1.17076e-56,  2.43984e-30,  0.00174465 ])
255373  , -37674.4    , array([ 0.0165679  ,  0.0449179  ,  1.17076e-56,  2.43984e-30,  0.00174465 ])
255374  , -37661.3    , array([ 0.0165679  ,  0.044873   ,  1.17193e-56,  2.43984e-30,  0.00174465 ])
255375  , -37661.3    , array([ 0.0165679  ,  0.044873   ,  1.17076e-56,  2.44228e-30,  0.00174465 ])
255376  , -37654.4    , array([ 0.0165679  ,  0.044873   ,  1.17076e-56,  2.43984e-30,  0.00174639 ])
255384  , -37657.9    , array([ 0.0165649  ,  0.0448528  ,  1.17076e-56,  2.43984e-30,  0.00174431 ])
255385  , -37657.9    , array([ 0.0165649  ,  0.0448528  ,  1.17076e-56,  2.43984e-30,  0.00174431 ])
255386  , -37651.2    , array([ 0.0165814  ,  0.0448528  ,  1.17076e-56,  2.43984e-30,  0.00174431 ])
255387  , -37671.1    , array([ 0.0165649  ,  0.0448976  ,  1.17076e-56,  2.43984e-30,  0.00174431 ])
255388  , -37657.9    , array([ 0.0165649  ,  0.0448528  ,  1.17193e-56,  2.43984e-30,  0.00174431 ])
255389  , -37657.9    , array([ 0.0165649  ,  0.0448528  ,  1.17076e-56,  2.44228e-30,  0.00174431 ])
255390  , -37651.1    , array([ 0.0165649  ,  0.0448528  ,  1.17076e-56,  2.43984e-30,  0.00174605 ])
255391  , -37654.5    , array([ 0.0165618  ,  0.0448325  ,  1.17076e-56,  2.43984e-30,  0.00174397 ])
255392  , -37654.5    , array([ 0.0165618  ,  0.0448325  ,  1.17076e-56,  2.43984e-30,  0.00174397 ])
255393  , -37647.8    , array([ 0.0165784  ,  0.0448325  ,  1.17076e-56,  2.43984e-30,  0.00174397 ])
255394  , -37667.7    , array([ 0.0165618  ,  0.0448774  ,  1.17076e-56,  2.43984e-30,  0.00174397 ])
255395  , -37654.5    , array([ 0.0165618  ,  0.0448325  ,  1.17193e-56,  2.43984e-30,  0.00174397 ])
255396  , -37654.5    , array([ 0.0165618  ,  0.0448325  ,  1.17076e-56,  2.44228e-30,  0.00174397 ])
255397  , -37647.7    , array([ 0.0165618  ,  0.0448325  ,  1.17076e-56,  2.43984e-30,  0.00174572 ])
255398  , -10569.3    , array([ 0.00485513 ,  0.0022157  ,  1.17076e-56,  2.43984e-30,  0.000480806])
255399  , -10569.3    , array([ 0.00485513 ,  0.0022157  ,  1.17076e-56,  2.43984e-30,  0.000480806])
255400  , -10559.8    , array([ 0.00485999 ,  0.0022157  ,  1.17076e-56,  2.43984e-30,  0.000480806])
