81386   , -109678     , array([ 0.0717953  ,  63.5744    ,  1.80415e-06,  1.45848e-12,  0.0669693  ])
81387   , -109608     , array([ 0.0718671  ,  63.5744    ,  1.80415e-06,  1.45848e-12,  0.0669693  ])
81388   , -109678     , array([ 0.0717953  ,  63.638     ,  1.80415e-06,  1.45848e-12,  0.0669693  ])
81389   , -109678     , array([ 0.0717953  ,  63.5744    ,  1.80596e-06,  1.45848e-12,  0.0669693  ])
81390   , -109678     , array([ 0.0717953  ,  63.5744    ,  1.80415e-06,  1.45994e-12,  0.0669693  ])
81391   , -109734     , array([ 0.0717953  ,  63.5744    ,  1.80415e-06,  1.45848e-12,  0.0670363  ])
81392   , -109678     , array([ 0.0717953  ,  63.5744    ,  1.80415e-06,  1.45848e-12,  0.0669693  ])
81393   , -53902.2    , array([ 0.157168   ,  63.3418    ,  1.80415e-06,  1.45848e-12,  0.035406   ])
81394   , -53902.2    , array([ 0.157168   ,  63.3418    ,  1.80415e-06,  1.45848e-12,  0.035406   ])
81395   , -53883.2    , array([ 0.157325   ,  63.3418    ,  1.80415e-06,  1.45848e-12,  0.035406   ])
81396   , -53902.4    , array([ 0.157168   ,  63.4051    ,  1.80415e-06,  1.45848e-12,  0.035406   ])
81397   , -53902.2    , array([ 0.157168   ,  63.3418    ,  1.80596e-06,  1.45848e-12,  0.035406   ])
81398   , -53902.2    , array([ 0.157168   ,  63.3418    ,  1.80415e-06,  1.45994e-12,  0.035406   ])
81399   , -53914.8    , array([ 0.157168   ,  63.3418    ,  1.80415e-06,  1.45848e-12,  0.0354415  ])
81407   , -53880.9    , array([ 0.157911   ,  63.3133    ,  1.80415e-06,  1.45848e-12,  0.0355985  ])
81408   , -53880.9    , array([ 0.157911   ,  63.3133    ,  1.80415e-06,  1.45848e-12,  0.0355985  ])
81409   , -53861.9    , array([ 0.158069   ,  63.3133    ,  1.80415e-06,  1.45848e-12,  0.0355985  ])
81410   , -53881.1    , array([ 0.157911   ,  63.3766    ,  1.80415e-06,  1.45848e-12,  0.0355985  ])
81411   , -53880.9    , array([ 0.157911   ,  63.3133    ,  1.80596e-06,  1.45848e-12,  0.0355985  ])
81412   , -53880.9    , array([ 0.157911   ,  63.3133    ,  1.80415e-06,  1.45994e-12,  0.0355985  ])
81413   , -53893.5    , array([ 0.157911   ,  63.3133    ,  1.80415e-06,  1.45848e-12,  0.0356341  ])
81414   , -53859.6    , array([ 0.158657   ,  63.2848    ,  1.80415e-06,  1.45848e-12,  0.035792   ])
81415   , -53859.6    , array([ 0.158657   ,  63.2848    ,  1.80415e-06,  1.45848e-12,  0.035792   ])
81416   , -53840.6    , array([ 0.158815   ,  63.2848    ,  1.80415e-06,  1.45848e-12,  0.035792   ])
81417   , -53859.8    , array([ 0.158657   ,  63.3481    ,  1.80415e-06,  1.45848e-12,  0.035792   ])
81418   , -53859.6    , array([ 0.158657   ,  63.2848    ,  1.80596e-06,  1.45848e-12,  0.035792   ])
81419   , -53859.6    , array([ 0.158657   ,  63.2848    ,  1.80415e-06,  1.45994e-12,  0.035792   ])
81420   , -53872.2    , array([ 0.158657   ,  63.2848    ,  1.80415e-06,  1.45848e-12,  0.0358278  ])
81428   , -53854.2    , array([ 0.158844   ,  63.2777    ,  1.80415e-06,  1.45848e-12,  0.0358406  ])
81429   , -53854.2    , array([ 0.158844   ,  63.2777    ,  1.80415e-06,  1.45848e-12,  0.0358406  ])
81430   , -53835.3    , array([ 0.159003   ,  63.2777    ,  1.80415e-06,  1.45848e-12,  0.0358406  ])
81431   , -53854.5    , array([ 0.158844   ,  63.341     ,  1.80415e-06,  1.45848e-12,  0.0358406  ])
81432   , -53854.2    , array([ 0.158844   ,  63.2777    ,  1.80596e-06,  1.45848e-12,  0.0358406  ])
81433   , -53854.2    , array([ 0.158844   ,  63.2777    ,  1.80415e-06,  1.45994e-12,  0.0358406  ])
81434   , -53866.9    , array([ 0.158844   ,  63.2777    ,  1.80415e-06,  1.45848e-12,  0.0358764  ])
81435   , -53848.9    , array([ 0.159031   ,  63.2706    ,  1.80415e-06,  1.45848e-12,  0.0358892  ])
81436   , -53848.9    , array([ 0.159031   ,  63.2706    ,  1.80415e-06,  1.45848e-12,  0.0358892  ])
81437   , -53829.9    , array([ 0.15919    ,  63.2706    ,  1.80415e-06,  1.45848e-12,  0.0358892  ])
81438   , -53849.1    , array([ 0.159031   ,  63.3339    ,  1.80415e-06,  1.45848e-12,  0.0358892  ])
81439   , -53848.9    , array([ 0.159031   ,  63.2706    ,  1.80596e-06,  1.45848e-12,  0.0358892  ])
81440   , -53848.9    , array([ 0.159031   ,  63.2706    ,  1.80415e-06,  1.45994e-12,  0.0358892  ])
81441   , -53861.5    , array([ 0.159031   ,  63.2706    ,  1.80415e-06,  1.45848e-12,  0.0359251  ])
81449   , -53847.6    , array([ 0.159078   ,  63.2688    ,  1.80415e-06,  1.45848e-12,  0.0359013  ])
81450   , -53847.6    , array([ 0.159078   ,  63.2688    ,  1.80415e-06,  1.45848e-12,  0.0359013  ])
81451   , -53828.6    , array([ 0.159237   ,  63.2688    ,  1.80415e-06,  1.45848e-12,  0.0359013  ])
81452   , -53847.8    , array([ 0.159078   ,  63.3321    ,  1.80415e-06,  1.45848e-12,  0.0359013  ])
81453   , -53847.6    , array([ 0.159078   ,  63.2688    ,  1.80596e-06,  1.45848e-12,  0.0359013  ])
81454   , -53847.6    , array([ 0.159078   ,  63.2688    ,  1.80415e-06,  1.45994e-12,  0.0359013  ])
81455   , -53860.2    , array([ 0.159078   ,  63.2688    ,  1.80415e-06,  1.45848e-12,  0.0359373  ])
81456   , -53846.2    , array([ 0.159125   ,  63.267     ,  1.80415e-06,  1.45848e-12,  0.0359135  ])
81457   , -53846.2    , array([ 0.159125   ,  63.267     ,  1.80415e-06,  1.45848e-12,  0.0359135  ])
81458   , -53827.3    , array([ 0.159284   ,  63.267     ,  1.80415e-06,  1.45848e-12,  0.0359135  ])
81459   , -53846.5    , array([ 0.159125   ,  63.3303    ,  1.80415e-06,  1.45848e-12,  0.0359135  ])
81460   , -53846.2    , array([ 0.159125   ,  63.267     ,  1.80596e-06,  1.45848e-12,  0.0359135  ])
81461   , -53846.2    , array([ 0.159125   ,  63.267     ,  1.80415e-06,  1.45994e-12,  0.0359135  ])
81462   , -53858.9    , array([ 0.159125   ,  63.267     ,  1.80415e-06,  1.45848e-12,  0.0359494  ])
81463   , -84575.1    , array([ 3.6608     ,  46.91      ,  1.80414e-06,  1.45848e-12,  1.32298    ])
81464   , -84575.1    , array([ 3.6608     ,  46.91      ,  1.80414e-06,  1.45848e-12,  1.32298    ])
81465   , -84554.6    , array([ 3.66447    ,  46.91      ,  1.80414e-06,  1.45848e-12,  1.32298    ])
81466   , -84582.7    , array([ 3.6608     ,  46.9569    ,  1.80414e-06,  1.45848e-12,  1.32298    ])
81467   , -84575.1    , array([ 3.6608     ,  46.91      ,  1.80595e-06,  1.45848e-12,  1.32298    ])
81468   , -84575.1    , array([ 3.6608     ,  46.91      ,  1.80414e-06,  1.45994e-12,  1.32298    ])
81469   , -84617.3    , array([ 3.6608     ,  46.91      ,  1.80414e-06,  1.45848e-12,  1.3243     ])
81470   , -51616.3    , array([ 0.272983   ,  60.0921    ,  1.80415e-06,  1.45848e-12,  0.0668106  ])
81471   , -51616.3    , array([ 0.272983   ,  60.0921    ,  1.80415e-06,  1.45848e-12,  0.0668106  ])
81472   , -51597.9    , array([ 0.273256   ,  60.0921    ,  1.80415e-06,  1.45848e-12,  0.0668106  ])
81473   , -51616.7    , array([ 0.272983   ,  60.1522    ,  1.80415e-06,  1.45848e-12,  0.0668106  ])
81474   , -51616.3    , array([ 0.272983   ,  60.0921    ,  1.80596e-06,  1.45848e-12,  0.0668106  ])
