
Round_1_Replicate_1
32572   , -39774.9    , array([ 3.11607    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32573   , -39774.9    , array([ 3.11607    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32574   , -42157      , array([ 4.11607    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32575   , -38324.8    , array([ 1.49803    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32576   , -38268      , array([ 1.51753    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32577   , -38268      , array([ 1.51753    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32578   , -37936.1    , array([ 2.12811    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32579   , -38478.1    , array([ 2.50548    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32580   , -37824.1    , array([ 1.95846    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32581   , -37815.3    , array([ 1.92237    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32582   , -37812.8    , array([ 1.88039    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32583   , -37812.7    , array([ 1.89274    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32584   , -37813.2    , array([ 1.90498    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32585   , -37812.7    , array([ 1.89274    ,  2.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32586   , -45091.2    , array([ 1.89274    ,  3.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32587   , -16143.7    , array([ 1.89274    ,  0.981254   ,  1.14105    ,  1.46431    ,  0.744825   ])
32589   , -16143.7    , array([ 1.89274    ,  0.981254   ,  1.14105    ,  1.46431    ,  0.744825   ])
32591   , -26445.9    , array([ 1.89274    ,  1.59929    ,  1.14105    ,  1.46431    ,  0.744825   ])
32592   , -21645.6    , array([ 1.89274    ,  1.29014    ,  1.14105    ,  1.46431    ,  0.744825   ])
32593   , -9081.61    , array([ 1.89274    ,  0.599288   ,  1.14105    ,  1.46431    ,  0.744825   ])
32594   , -7041.56    , array([ 1.89274    ,  0.36322    ,  1.14105    ,  1.46431    ,  0.744825   ])
32595   , -11404      , array([ 1.89274    ,  0.210056   ,  1.14105    ,  1.46431    ,  0.744825   ])
32596   , -7121.34    , array([ 1.89274    ,  0.435951   ,  1.14105    ,  1.46431    ,  0.744825   ])
32597   , -6980.64    , array([ 1.89274    ,  0.387712   ,  1.14105    ,  1.46431    ,  0.744825   ])
32598   , -7007.24    , array([ 1.89274    ,  0.409827   ,  1.14105    ,  1.46431    ,  0.744825   ])
32599   , -6980.64    , array([ 1.89274    ,  0.387712   ,  1.14105    ,  1.46431    ,  0.744825   ])
32600   , -5787.39    , array([ 1.89274    ,  0.387712   ,  2.14105    ,  1.46431    ,  0.744825   ])
32601   , -7089.08    , array([ 1.89274    ,  0.387712   ,  3.75908    ,  1.46431    ,  0.744825   ])
32602   , -5787.39    , array([ 1.89274    ,  0.387712   ,  2.14105    ,  1.46431    ,  0.744825   ])
32603   , -6021.55    , array([ 1.89274    ,  0.387712   ,  2.75908    ,  1.46431    ,  0.744825   ])
32604   , -5933.53    , array([ 1.89274    ,  0.387712   ,  1.75908    ,  1.46431    ,  0.744825   ])
32605   , -5788.17    , array([ 1.89274    ,  0.387712   ,  2.20129    ,  1.46431    ,  0.744825   ])
32606   , -5787.02    , array([ 1.89274    ,  0.387712   ,  2.16387    ,  1.46431    ,  0.744825   ])
32607   , -5787.08    , array([ 1.89274    ,  0.387712   ,  2.15365    ,  1.46431    ,  0.744825   ])
32608   , -5787.12    , array([ 1.89274    ,  0.387712   ,  2.1741     ,  1.46431    ,  0.744825   ])
32609   , -5787.02    , array([ 1.89274    ,  0.387712   ,  2.16387    ,  1.46431    ,  0.744825   ])
32610   , -6402.03    , array([ 1.89274    ,  0.387712   ,  2.16387    ,  2.46431    ,  0.744825   ])
32612   , -5787.02    , array([ 1.89274    ,  0.387712   ,  2.16387    ,  1.46431    ,  0.744825   ])
32613   , -7523.91    , array([ 1.89274    ,  0.387712   ,  2.16387    ,  0.846272   ,  0.744825   ])
32614   , -5714.6     , array([ 1.89274    ,  0.387712   ,  2.16387    ,  1.84627    ,  0.744825   ])
32615   , -5682.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28529    ,  0.0735462  ])
30778   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0735462  ])
30779   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28745    ,  0.0735462  ])
30780   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.2867     ,  0.0735462  ])
30781   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0735462  ])
30782   , -13666.3    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  1.07355    ])
30784   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0735462  ])
30786   , -10829.1    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.455512   ])
30787   , -7676.28    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.264453   ])
30790   , -3786.57    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.146466   ])
30791   , -4295.96    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0391043  ])
30792   , -1837.77    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0950195  ])
30793   , -1718.99    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0603906  ])
30794   , -1472.58    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0760805  ])
30795   , -1465.95    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0738644  ])
30796   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0735913  ])
30797   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.073596   ])
30798   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0735956  ])
30799   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.0735965  ])
30800   , -4430.24    , array([ 0.790109   ,  0.217974   ,  6.96796    ,  1.2498     ,  0.0736459  ])
30801   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.073596   ])
30802   , -4430.24    , array([ 0.790109   ,  0.217974   ,  6.96796    ,  1.2498     ,  0.0736459  ])
30803   , -77195.9    , array([ 0.78212    ,  0.0163125  ,  4.62745    ,  1.34739    ,  0.0735154  ])
30804   , -1465.87    , array([ 0.787057   ,  0.140946   ,  6.07396    ,  1.28707    ,  0.073596   ])
30805   , -3893.17    , array([ 0.785172   ,  0.0933405  ,  5.52144    ,  1.31011    ,  0.0735652  ])
30806   , -2111.96    , array([ 0.788223   ,  0.170369   ,  6.41544    ,  1.27283    ,  0.0736151  ])
30807   , -1486.52    , array([ 0.787181   ,  0.144064   ,  6.11014    ,  1.28556    ,  0.0735981  ])
30808   , -1460.99    , array([ 0.786894   ,  0.136822   ,  6.0261     ,  1.28907    ,  0.0735934  ])
30809   , -1459.64    , array([ 0.786945   ,  0.138098   ,  6.0409     ,  1.28845    ,  0.0735942  ])
30810   , -1459.64    , array([ 0.786946   ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30811   , -1459.64    , array([ 0.786947   ,  0.138162   ,  6.04165    ,  1.28842    ,  0.0735942  ])
30812   , -1459.64    , array([ 0.786946   ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30813   , -1964.55    , array([ 1.78695    ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30815   , -1459.64    , array([ 0.786946   ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30816   , -14514.2    , array([ 0.168912   ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30817   , -1514.62    , array([ 1.16891    ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30818   , -1424.05    , array([ 0.974545   ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30819   , -1417.29    , array([ 0.935999   ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30820   , -1416.12    , array([ 0.919481   ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30821   , -1415.97    , array([ 0.90887    ,  0.138134   ,  6.04132    ,  1.28843    ,  0.0735942  ])
30822   , -1415.96    , array([ 0.736938   ,  0.0751576  ,  9.01383    ,  1.52824    ,  0.0341949  ])
30402   , -1546.93    , array([ 0.736938   ,  0.0751547  ,  9.01383    ,  1.52824    ,  0.0341949  ])
30403   , -1546.93    , array([ 0.736938   ,  0.0751576  ,  9.01383    ,  1.52824    ,  0.0341949  ])
30404   , -1628.98    , array([ 0.736938   ,  0.0751576  ,  10.0138    ,  1.52824    ,  0.0341949  ])
30405   , -1470.56    , array([ 0.736938   ,  0.0751576  ,  7.3958     ,  1.52824    ,  0.0341949  ])
30406   , -1462.17    , array([ 0.736938   ,  0.0751576  ,  6.43157    ,  1.52824    ,  0.0341949  ])
30407   , -1516.2     , array([ 0.736938   ,  0.0751576  ,  4.87142    ,  1.52824    ,  0.0341949  ])
