
Round_1_Replicate_1
523     , -38725.4    , array([ 1.18767    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
524     , -38725.4    , array([ 1.18767    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
525     , -38014.5    , array([ 2.18767    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
526     , -42962.3    , array([ 3.8057     ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
527     , -38014.5    , array([ 2.18767    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
528     , -39729.4    , array([ 2.8057     ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
529     , -37410.5    , array([ 1.8057     ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
530     , -37966.9    , array([ 1.33429    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
531     , -37379.6    , array([ 1.75236    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
532     , -37367.9    , array([ 1.71031    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
533     , -37366.6    , array([ 1.68697    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
534     , -37366.6    , array([ 1.69197    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
535     , -37366.7    , array([ 1.69701    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
536     , -37366.6    , array([ 1.69197    ,  0.673037   ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
537     , -36552.8    , array([ 1.69197    ,  1.67304    ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
538     , -46208.3    , array([ 1.69197    ,  3.29107    ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
539     , -36552.8    , array([ 1.69197    ,  1.67304    ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
540     , -40323      , array([ 1.69197    ,  2.29107    ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
541     , -34787.5    , array([ 1.69197    ,  1.29107    ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
542     , -34439.4    , array([ 1.69197    ,  1.055      ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
543     , -34465.7    , array([ 1.69197    ,  1.02827    ,  2.96154    ,  1.03968    ,  0.645547   ,  0.587901   ,  0.976445   ,  0.63479    ])
