
Round_1_Replicate_1
likelihood = -1354.74
theta = 19792.83
Optimized parameters = [ 0.99793565  0.12249654  4.95310589  2.44592462  0.06479583]

Round_1_Replicate_2
18466   , -78825.4    , array([ 0.605909   ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18467   , -78825.4    , array([ 0.605909   ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18468   , -55477.2    , array([ 1.60591    ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18469   , -53266.3    , array([ 3.22394    ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18470   , -52814      , array([ 2.4963     ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18471   , -52814      , array([ 2.4963     ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18472   , -53186.3    , array([ 2.1562     ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18473   , -52838.6    , array([ 2.77423    ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18474   , -52795.5    , array([ 2.61216    ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18475   , -52795.5    , array([ 2.5921     ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18476   , -52796.7    , array([ 2.63222    ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18477   , -52795.5    , array([ 2.61216    ,  6.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18478   , -55799.7    , array([ 2.61216    ,  7.71996    ,  0.812462   ,  0.624714   ,  1.22322    ])
18479   , -46413      , array([ 2.61216    ,  5.10192    ,  0.812462   ,  0.624714   ,  1.22322    ])
18480   , -28795.1    , array([ 2.61216    ,  2.48389    ,  0.812462   ,  0.624714   ,  1.22322    ])
18482   , -28795.1    , array([ 2.61216    ,  2.48389    ,  0.812462   ,  0.624714   ,  1.22322    ])
18483   , -12137.1    , array([ 2.61216    ,  0.865854   ,  0.812462   ,  0.624714   ,  1.22322    ])
18485   , -20367.1    , array([ 2.61216    ,  1.67474    ,  0.812462   ,  0.624714   ,  1.22322    ])
18486   , -13406.2    , array([ 2.61216    ,  0.483888   ,  0.812462   ,  0.624714   ,  1.22322    ])
18487   , -11837.2    , array([ 2.61216    ,  0.807313   ,  0.812462   ,  0.624714   ,  1.22322    ])
18488   , -11632.4    , array([ 2.61216    ,  0.738491   ,  0.812462   ,  0.624714   ,  1.22322    ])
18489   , -11720.1    , array([ 2.61216    ,  0.641241   ,  0.812462   ,  0.624714   ,  1.22322    ])
18490   , -11632.4    , array([ 2.61216    ,  0.738491   ,  0.812462   ,  0.624714   ,  1.22322    ])
18491   , -9445.64    , array([ 2.61216    ,  0.738491   ,  1.81246    ,  0.624714   ,  1.22322    ])
18492   , -12284.8    , array([ 2.61216    ,  0.738491   ,  3.4305     ,  0.624714   ,  1.22322    ])
18493   , -9445.64    , array([ 2.61216    ,  0.738491   ,  1.81246    ,  0.624714   ,  1.22322    ])
18494   , -10128.6    , array([ 2.61216    ,  0.738491   ,  2.4305     ,  0.624714   ,  1.22322    ])
18495   , -9565.02    , array([ 2.61216    ,  0.738491   ,  1.4305     ,  0.624714   ,  1.22322    ])
18496   , -9425.5     , array([ 2.61216    ,  0.738491   ,  1.73172    ,  0.624714   ,  1.22322    ])
18497   , -9423.55    , array([ 2.61216    ,  0.738491   ,  1.70524    ,  0.624714   ,  1.22322    ])
18498   , -9423.43    , array([ 2.61216    ,  0.738491   ,  1.69602    ,  0.624714   ,  1.22322    ])
18499   , -9423.61    , array([ 2.61216    ,  0.738491   ,  1.68718    ,  0.624714   ,  1.22322    ])
18500   , -9423.43    , array([ 2.61216    ,  0.738491   ,  1.69602    ,  0.624714   ,  1.22322    ])
18501   , -12092.8    , array([ 2.61216    ,  0.738491   ,  1.69602    ,  1.62471    ,  1.22322    ])
18503   , -9423.43    , array([ 2.61216    ,  0.738491   ,  1.69602    ,  0.624714   ,  1.22322    ])
18505   , -9768.66    , array([ 2.61216    ,  0.738491   ,  1.69602    ,  1.00668    ,  1.22322    ])
18506   , -9423.5     , array([ 2.61216    ,  0.738491   ,  1.69602    ,  0.815694   ,  1.22322    ])
18507   , -9370.48    , array([ 2.61216    ,  0.738491   ,  1.69602    ,  0.72017    ,  1.22322    ])
18508   , -9370.52    , array([ 2.61216    ,  0.738491   ,  1.69602    ,  0.721124   ,  1.22322    ])
18509   , -9370.4     , array([ 2.61216    ,  0.738491   ,  1.69602    ,  0.716898   ,  1.22322    ])
18510   , -9377.86    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0668843  ,  0.291513   ])
19009   , -5259.07    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.291513   ])
19010   , -5259.07    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0845259  ,  0.291513   ])
19011   , -5259.08    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0823314  ,  0.291513   ])
19012   , -5259.07    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.291513   ])
19013   , -10468.4    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  1.29151    ])
19015   , -5259.07    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.291513   ])
19017   , -7679.64    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.673479   ])
19018   , -6298.67    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.482476   ])
19019   , -20631.6    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.0554446  ])
19020   , -5787.45    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.201343   ])
19021   , -5317.47    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.319297   ])
19022   , -5257.63    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.289835   ])
19023   , -5254.77    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.28053    ])
19024   , -5318.22    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.250283   ])
19025   , -5254.62    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282114   ])
19026   , -5254.62    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19027   , -5254.62    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282334   ])
19029   , -5254.62    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19030   , -6640.65    , array([ 2.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19032   , -5254.62    , array([ 1.31245    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19033   , -7373.7     , array([ 0.694417   ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19034   , -5635.31    , array([ 1.69442    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19035   , -5295.17    , array([ 1.39083    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19036   , -5258.98    , array([ 1.18779    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19037   , -5244.86    , array([ 1.26484    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19038   , -5244.48    , array([ 1.25574    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19039   , -5244.46    , array([ 1.25302    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19040   , -5244.46    , array([ 1.25361    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19041   , -5244.46    , array([ 1.2542     ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19042   , -5244.46    , array([ 1.25361    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19043   , -20930.8    , array([ 1.25361    ,  1.5243     ,  3.33359    ,  0.0834287  ,  0.282241   ])
19045   , -5244.46    , array([ 1.25361    ,  0.524305   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19047   , -11577.7    , array([ 1.25361    ,  0.906271   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19048   , -8174.15    , array([ 1.25361    ,  0.715237   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19049   , -6967.57    , array([ 1.25361    ,  0.288237   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19050   , -4784.51    , array([ 1.25361    ,  0.475093   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19051   , -4632.19    , array([ 1.25361    ,  0.44724    ,  3.33359    ,  0.0834287  ,  0.282241   ])
19052   , -4705.04    , array([ 1.25361    ,  0.386506   ,  3.33359    ,  0.0834287  ,  0.282241   ])
19053   , -4584.72    , array([ 1.25361    ,  0.42484    ,  3.33359    ,  0.0834287  ,  0.282241   ])
19054   , -4584.4     , array([ 1.09708    ,  0.334561   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17518   , -15466.4    , array([ 1.09708    ,  0.0535492  ,  4.07711    ,  1.78907    ,  0.0737425  ])
17519   , -3430.86    , array([ 1.09708    ,  0.207229   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17520   , -2292.84    , array([ 1.09708    ,  0.109277   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17521   , -1481.06    , array([ 1.09708    ,  0.148064   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17522   , -1436.18    , array([ 1.09708    ,  0.14109    ,  4.07711    ,  1.78907    ,  0.0737425  ])
17523   , -1434.85    , array([ 1.09708    ,  0.13947    ,  4.07711    ,  1.78907    ,  0.0737425  ])
17524   , -1434.81    , array([ 1.09708    ,  0.139668   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17525   , -1434.81    , array([ 1.09708    ,  0.139709   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17526   , -1434.81    , array([ 1.09708    ,  0.139628   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17527   , -1434.81    , array([ 1.09708    ,  0.139668   ,  4.07711    ,  1.78907    ,  0.0737425  ])
17528   , -1416.46    , array([ 1.09708    ,  0.139668   ,  5.07711    ,  1.78907    ,  0.0737425  ])
17529   , -1614.87    , array([ 1.09708    ,  0.139668   ,  6.69515    ,  1.78907    ,  0.0737425  ])
17530   , -1416.46    , array([ 1.09708    ,  0.139668   ,  5.07711    ,  1.78907    ,  0.0737425  ])
17531   , -1462.21    , array([ 1.09708    ,  0.139668   ,  5.69515    ,  1.78907    ,  0.0737425  ])
17532   , -1409.13    , array([ 1.09708    ,  0.139668   ,  4.69515    ,  1.78907    ,  0.0737425  ])
17533   , -1409.09    , array([ 1.09708    ,  0.139668   ,  4.71109    ,  1.78907    ,  0.0737425  ])
17534   , -1409.09    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.78907    ,  0.0737425  ])
17535   , -1409.09    , array([ 1.09708    ,  0.139668   ,  4.7279     ,  1.78907    ,  0.0737425  ])
17536   , -1409.09    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.78907    ,  0.0737425  ])
17537   , -1557.06    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  2.78907    ,  0.0737425  ])
17538   , -1872.04    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  0.171032   ,  0.0737425  ])
17539   , -1409.09    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.78907    ,  0.0737425  ])
17540   , -1458.06    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.17103    ,  0.0737425  ])
17541   , -1436.72    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  2.17103    ,  0.0737425  ])
17542   , -1408.5     , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.74142    ,  0.0737425  ])
17543   , -1408.45    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.7211     ,  0.0737425  ])
17544   , -1408.45    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.72366    ,  0.0737425  ])
17545   , -1408.45    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.72431    ,  0.0737425  ])
17546   , -1408.45    , array([ 1.09708    ,  0.139668   ,  4.72146    ,  1.72301    ,  0.0737425  ])
