
Round_1_Replicate_1
35055   , -6621.52    , array([ 0.642155   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35056   , -6621.52    , array([ 0.642155   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35057   , -7761.75    , array([ 1.64215    ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35059   , -6621.52    , array([ 0.642155   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35060   , -78454.9    , array([ 0.024121   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35061   , -7072.13    , array([ 1.02412    ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35062   , -6815.17    , array([ 0.828114   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35063   , -6879.03    , array([ 0.406087   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35064   , -6615.33    , array([ 0.632076   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35065   , -6600.82    , array([ 0.545756   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35066   , -6596.44    , array([ 0.570728   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35067   , -6596.46    , array([ 0.573911   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35068   , -6596.43    , array([ 0.571708   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35069   , -6596.44    , array([ 0.572413   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35070   , -6596.43    , array([ 0.571708   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35071   , -35709.9    , array([ 0.571708   ,  1.0644     ,  9.85132    ,  1.7939     ,  0.0651707  ])
35073   , -6596.43    , array([ 0.571708   ,  0.0644013  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35075   , -20304.6    , array([ 0.571708   ,  0.446367   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35076   , -9798.33    , array([ 0.571708   ,  0.255273   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35077   , -4103.84    , array([ 0.571708   ,  0.0759791  ,  9.85132    ,  1.7939     ,  0.0651707  ])
35078   , -3146.77    , array([ 0.571708   ,  0.153357   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35079   , -5544.26    , array([ 0.571708   ,  0.192286   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35080   , -1963.44    , array([ 0.571708   ,  0.124394   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35081   , -1879.31    , array([ 0.571708   ,  0.120294   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35082   , -1895.48    , array([ 0.571708   ,  0.103367   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35083   , -1804.47    , array([ 0.571708   ,  0.112298   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35084   , -1804.25    , array([ 0.571708   ,  0.111819   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35085   , -1804.56    , array([ 0.571708   ,  0.111345   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35086   , -1804.25    , array([ 0.571708   ,  0.111819   ,  9.85132    ,  1.7939     ,  0.0651707  ])
35087   , -1934.7     , array([ 0.571708   ,  0.111819   ,  10.8513    ,  1.7939     ,  0.0651707  ])
35088   , -1720.89    , array([ 0.571708   ,  0.111819   ,  8.23329    ,  1.7939     ,  0.0651707  ])
35089   , -1721.12    , array([ 0.571708   ,  0.111819   ,  8.18794    ,  1.7939     ,  0.0651707  ])
35090   , -1720.89    , array([ 0.571708   ,  0.111819   ,  8.23329    ,  1.7939     ,  0.0651707  ])
35091   , -1732.36    , array([ 0.571708   ,  0.111819   ,  8.85132    ,  1.7939     ,  0.0651707  ])
35092   , -1722.11    , array([ 0.571708   ,  0.111819   ,  8.46936    ,  1.7939     ,  0.0651707  ])
35093   , -1720.81    , array([ 0.571708   ,  0.111819   ,  8.27825    ,  1.7939     ,  0.0651707  ])
35094   , -1720.82    , array([ 0.571708   ,  0.111819   ,  8.29398    ,  1.7939     ,  0.0651707  ])
35095   , -1720.83    , array([ 0.571708   ,  0.111819   ,  8.26252    ,  1.7939     ,  0.0651707  ])
35096   , -1720.81    , array([ 0.571708   ,  0.111819   ,  8.27825    ,  1.7939     ,  0.0651707  ])
35097   , -1747.05    , array([ 0.571708   ,  0.111819   ,  8.27825    ,  2.7939     ,  0.0651707  ])
35098   , -2268.95    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  2.02098    ,  6.25441    ])
36986   , -3974.09    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  3.02098    ,  6.25441    ])
36987   , -5039.69    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  4.63901    ,  6.25441    ])
36988   , -3974.09    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  3.02098    ,  6.25441    ])
36989   , -4146.94    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  3.63901    ,  6.25441    ])
36990   , -4109.04    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  2.63901    ,  6.25441    ])
36991   , -3972.91    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  3.10907    ,  6.25441    ])
36992   , -3972.19    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  3.07425    ,  6.25441    ])
36993   , -3972.25    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  3.08479    ,  6.25441    ])
36994   , -3972.27    , array([ 0.687031   ,  0.227963   ,  3.77248    ,  3.06372    ,  6.25441    ])
