
Round_1_Replicate_1
31864   , -2944.21    , array([ 1.21049    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31865   , -2944.21    , array([ 1.21049    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31866   , -3351.5     , array([ 2.21049    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31868   , -2944.21    , array([ 1.21049    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31869   , -4487.13    , array([ 0.592452   ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31870   , -3037.84    , array([ 1.59245    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31871   , -2956.64    , array([ 1.35676    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31872   , -2943.56    , array([ 1.22111    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31873   , -2943.13    , array([ 1.24401    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31874   , -2943.11    , array([ 1.24029    ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31875   , -2943.11    , array([ 1.2406     ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31876   , -2943.11    , array([ 1.2409     ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31877   , -2943.11    , array([ 1.2406     ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31878   , -33340.3    , array([ 1.2406     ,  1.21164    ,  2.7222     ,  1.58487    ,  0.0779662  ])
31880   , -2943.11    , array([ 1.2406     ,  0.211637   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31882   , -19348.8    , array([ 1.2406     ,  0.593603   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31883   , -11757.8    , array([ 1.2406     ,  0.402487   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31885   , -2496.8     , array([ 1.2406     ,  0.121467   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31886   , -1696.7     , array([ 1.2406     ,  0.149687   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31887   , -1710.8     , array([ 1.2406     ,  0.161948   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31888   , -1682.35    , array([ 1.2406     ,  0.155029   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31889   , -1682.28    , array([ 1.2406     ,  0.154463   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31890   , -1682.59    , array([ 1.2406     ,  0.153891   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31891   , -1682.28    , array([ 1.2406     ,  0.154463   ,  2.7222     ,  1.58487    ,  0.0779662  ])
31892   , -1536.66    , array([ 1.2406     ,  0.154463   ,  3.7222     ,  1.58487    ,  0.0779662  ])
31893   , -1614.09    , array([ 1.2406     ,  0.154463   ,  5.34023    ,  1.58487    ,  0.0779662  ])
31894   , -1536.66    , array([ 1.2406     ,  0.154463   ,  3.7222     ,  1.58487    ,  0.0779662  ])
31895   , -1525.7     , array([ 1.2406     ,  0.154463   ,  4.34023    ,  1.58487    ,  0.0779662  ])
31896   , -1545.01    , array([ 1.2406     ,  0.154463   ,  4.7222     ,  1.58487    ,  0.0779662  ])
31897   , -1523.29    , array([ 1.2406     ,  0.154463   ,  4.1611     ,  1.58487    ,  0.0779662  ])
31898   , -1523.29    , array([ 1.2406     ,  0.154463   ,  4.14671    ,  1.58487    ,  0.0779662  ])
31899   , -1523.32    , array([ 1.2406     ,  0.154463   ,  4.13247    ,  1.58487    ,  0.0779662  ])
31900   , -1523.29    , array([ 1.2406     ,  0.154463   ,  4.14671    ,  1.58487    ,  0.0779662  ])
31901   , -1745.4     , array([ 1.2406     ,  0.154463   ,  4.14671    ,  2.58487    ,  0.0779662  ])
31903   , -1523.29    , array([ 1.2406     ,  0.154463   ,  4.14671    ,  1.58487    ,  0.0779662  ])
31904   , -1541.87    , array([ 1.2406     ,  0.154463   ,  4.14671    ,  0.966839   ,  0.0779662  ])
31905   , -1576.42    , array([ 1.2406     ,  0.154463   ,  4.14671    ,  1.96684    ,  0.0779662  ])
31906   , -1513.73    , array([ 1.2406     ,  0.154463   ,  4.14671    ,  1.36473    ,  0.0779662  ])
31907   , -1513.7     , array([ 1.2406     ,  0.154463   ,  4.14671    ,  1.35724    ,  0.0779662  ])
31908   , -1513.69    , array([ 1.2406     ,  0.154463   ,  4.14671    ,  1.3497     ,  0.0779662  ])
31909   , -1513.89    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.97439    ,  0.097703   ])
30108   , -1553.8     , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95016    ,  0.097703   ])
30109   , -1553.8     , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.097703   ])
30110   , -1553.8     , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95457    ,  0.097703   ])
30111   , -1553.8     , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95301    ,  0.097703   ])
30112   , -1553.8     , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.097703   ])
30113   , -8440.9     , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  1.0977     ])
30115   , -1553.8     , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.097703   ])
30117   , -6474.09    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.479669   ])
30118   , -4746.72    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.288646   ])
30121   , -2791.83    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.170637   ])
30122   , -2253.45    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0632611  ])
30123   , -1664.56    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.10973    ])
30124   , -1548.03    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0964688  ])
30125   , -1579.02    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0837846  ])
30126   , -1538.64    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0925164  ])
30127   , -1538.56    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0918084  ])
30128   , -1538.53    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0920405  ])
30129   , -1538.53    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0920971  ])
30130   , -1538.53    , array([ 0.834664   ,  0.154876   ,  5.61345    ,  1.95379    ,  0.0919839  ])
