81503   , -49210.7    , array([ 9.28602    ,  0.130334   ,  2.27337e-29,  8.37929e-19,  0.00443531 ])
81504   , -49210.9    , array([ 9.29531    ,  0.130334   ,  2.27337e-29,  8.37929e-19,  0.00443531 ])
81505   , -49232.5    , array([ 9.28602    ,  0.130464   ,  2.27337e-29,  8.37929e-19,  0.00443531 ])
81506   , -49210.7    , array([ 9.28602    ,  0.130334   ,  2.27564e-29,  8.37929e-19,  0.00443531 ])
81507   , -49210.7    , array([ 9.28602    ,  0.130334   ,  2.27337e-29,  8.38767e-19,  0.00443531 ])
81508   , -49188.8    , array([ 9.28602    ,  0.130334   ,  2.27337e-29,  8.37929e-19,  0.00443975 ])
81509   , -49210.7    , array([ 9.28602    ,  0.130334   ,  2.27337e-29,  8.37929e-19,  0.00443531 ])
81510   , -13370.3    , array([ 9.22534    ,  0.0639848  ,  2.27337e-29,  8.37929e-19,  0.00908351 ])
81511   , -13370.3    , array([ 9.22534    ,  0.0639848  ,  2.27337e-29,  8.37929e-19,  0.00908351 ])
81512   , -13370.4    , array([ 9.23457    ,  0.0639848  ,  2.27337e-29,  8.37929e-19,  0.00908351 ])
81513   , -13392.5    , array([ 9.22534    ,  0.0640488  ,  2.27337e-29,  8.37929e-19,  0.00908351 ])
81514   , -13370.3    , array([ 9.22534    ,  0.0639848  ,  2.27564e-29,  8.37929e-19,  0.00908351 ])
81515   , -13370.3    , array([ 9.22534    ,  0.0639848  ,  2.27337e-29,  8.38767e-19,  0.00908351 ])
81516   , -13348.1    , array([ 9.22534    ,  0.0639848  ,  2.27337e-29,  8.37929e-19,  0.0090926  ])
81517   , -1.4881e+06 , array([ 8.98657    ,  0.0037167  ,  2.27337e-29,  8.37929e-19,  0.159798   ])
81518   , -1.4881e+06 , array([ 8.98657    ,  0.0037167  ,  2.27337e-29,  8.37929e-19,  0.159798   ])
81519   , -1.4881e+06 , array([ 8.99556    ,  0.0037167  ,  2.27337e-29,  8.37929e-19,  0.159798   ])
81520   , -1.48664e+06, array([ 8.98657    ,  0.00372042 ,  2.27337e-29,  8.37929e-19,  0.159798   ])
81521   , -1.4881e+06 , array([ 8.98657    ,  0.0037167  ,  2.27564e-29,  8.37929e-19,  0.159798   ])
81522   , -1.48809e+06, array([ 8.98657    ,  0.0037167  ,  2.27337e-29,  8.38767e-19,  0.159798   ])
81523   , -1.48937e+06, array([ 8.98657    ,  0.0037167  ,  2.27337e-29,  8.37929e-19,  0.159958   ])
81524   , -6020.19    , array([ 9.16502    ,  0.0313989  ,  2.27337e-29,  8.37929e-19,  0.0186109  ])
81525   , -6020.19    , array([ 9.16502    ,  0.0313989  ,  2.27337e-29,  8.37929e-19,  0.0186109  ])
81526   , -6020.24    , array([ 9.17419    ,  0.0313989  ,  2.27337e-29,  8.37929e-19,  0.0186109  ])
81527   , -6003.23    , array([ 9.16502    ,  0.0314303  ,  2.27337e-29,  8.37929e-19,  0.0186109  ])
81528   , -6020.19    , array([ 9.16502    ,  0.0313989  ,  2.27564e-29,  8.37929e-19,  0.0186109  ])
81529   , -6020.19    , array([ 9.16502    ,  0.0313989  ,  2.27337e-29,  8.38767e-19,  0.0186109  ])
81530   , -6036.5     , array([ 9.16502    ,  0.0313989  ,  2.27337e-29,  8.37929e-19,  0.0186295  ])
81538   , -6006.91    , array([ 9.06504    ,  0.0320707  ,  2.27337e-29,  8.37929e-19,  0.0190111  ])
81539   , -6006.91    , array([ 9.06504    ,  0.0320707  ,  2.27337e-29,  8.37929e-19,  0.0190111  ])
81540   , -6006.96    , array([ 9.07411    ,  0.0320707  ,  2.27337e-29,  8.37929e-19,  0.0190111  ])
81541   , -5989.97    , array([ 9.06504    ,  0.0321027  ,  2.27337e-29,  8.37929e-19,  0.0190111  ])
81542   , -6006.91    , array([ 9.06504    ,  0.0320707  ,  2.27564e-29,  8.37929e-19,  0.0190111  ])
81543   , -6006.91    , array([ 9.06504    ,  0.0320707  ,  2.27337e-29,  8.38767e-19,  0.0190111  ])
81544   , -6023.21    , array([ 9.06504    ,  0.0320707  ,  2.27337e-29,  8.37929e-19,  0.0190302  ])
81545   , -5991.17    , array([ 8.94494    ,  0.0329068  ,  2.27337e-29,  8.37929e-19,  0.0195094  ])
81546   , -5991.17    , array([ 8.94494    ,  0.0329068  ,  2.27337e-29,  8.37929e-19,  0.0195094  ])
81547   , -5991.22    , array([ 8.95389    ,  0.0329068  ,  2.27337e-29,  8.37929e-19,  0.0195094  ])
81548   , -5974.25    , array([ 8.94494    ,  0.0329397  ,  2.27337e-29,  8.37929e-19,  0.0195094  ])
81549   , -5991.17    , array([ 8.94494    ,  0.0329068  ,  2.27564e-29,  8.37929e-19,  0.0195094  ])
81550   , -5991.17    , array([ 8.94494    ,  0.0329068  ,  2.27337e-29,  8.38767e-19,  0.0195094  ])
81551   , -6007.45    , array([ 8.94494    ,  0.0329068  ,  2.27337e-29,  8.37929e-19,  0.019529   ])
81559   , -5988.15    , array([ 8.92174    ,  0.0330721  ,  2.27337e-29,  8.37929e-19,  0.019608   ])
81560   , -5988.15    , array([ 8.92174    ,  0.0330721  ,  2.27337e-29,  8.37929e-19,  0.019608   ])
81561   , -5988.21    , array([ 8.93067    ,  0.0330721  ,  2.27337e-29,  8.37929e-19,  0.019608   ])
81562   , -5971.25    , array([ 8.92174    ,  0.0331052  ,  2.27337e-29,  8.37929e-19,  0.019608   ])
81563   , -5988.15    , array([ 8.92174    ,  0.0330721  ,  2.27564e-29,  8.37929e-19,  0.019608   ])
81564   , -5988.15    , array([ 8.92174    ,  0.0330721  ,  2.27337e-29,  8.38767e-19,  0.019608   ])
81565   , -6004.44    , array([ 8.92174    ,  0.0330721  ,  2.27337e-29,  8.37929e-19,  0.0196276  ])
81566   , -5984.55    , array([ 8.89387    ,  0.0332724  ,  2.27337e-29,  8.37929e-19,  0.0197274  ])
